Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude,Price
1418,82,2,2,1,1,1,0,0,0,Jardim Paulista/São Paulo,rent,apartment,-23.564961,-46.656075,3000
1370,130,2,1,0,2,0,1,0,0,Liberdade/São Paulo,rent,apartment,-23.5692715,-46.6338198,3300
0,56,2,2,1,1,0,0,0,0,Grajaú/São Paulo,sale,apartment,-23.741197,-46.705818,260000
720,64,3,2,1,2,1,0,1,0,Anhanguera/São Paulo,sale,apartment,-23.660743,-46.686148,425000
590,52,2,2,1,1,0,0,0,0,Aricanduva/São Paulo,rent,apartment,-23.537806,-46.542156,1800
790,114,2,4,1,2,1,0,1,0,Campo Limpo/São Paulo,rent,apartment,-23.641675,-46.755938,2025
500,68,3,2,1,1,1,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.66063,-46.768167,275000
738,78,3,2,1,1,1,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.657222,-46.647569,1800
2250,339,4,3,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.539872,-46.658069,2150000
500,50,1,2,1,1,0,1,0,0,Bela Vista/São Paulo,rent,apartment,-23.562193,-46.650324,3500
600,52,2,2,1,1,1,0,1,0,Jabaquara/São Paulo,sale,apartment,-23.651433,-46.649333,280000
600,68,2,2,1,1,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4753819,-46.6270726,404000
1729,70,2,2,0,1,1,1,0,0,Moema/São Paulo,sale,apartment,-23.6063888,-46.6557232,700000
470,55,2,2,1,1,0,0,1,0,Cachoeirinha/São Paulo,sale,apartment,-23.473877,-46.653842,245000
2500,310,4,6,4,4,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.623907,-46.675494,3800000
150,47,2,1,0,1,0,0,0,0,Itaquera/São Paulo,sale,apartment,-23.5514321,-46.4436611,150000
390,53,2,1,0,1,0,0,0,0,Itaquera/São Paulo,sale,apartment,-23.5562747,-46.457923,200000
320,63,2,1,0,1,1,0,0,0,Parque do Carmo/São Paulo,sale,apartment,-23.5685616,-46.4805711,249000
0,241,3,5,3,3,1,0,1,0,Jardim Paulista/São Paulo,sale,apartment,-23.575343,-46.657802,4955000
1750,189,3,5,3,3,0,0,1,0,Santana/São Paulo,sale,apartment,-23.495893,-46.634386,1775000
700,60,2,1,0,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.5135504,-46.6589431,305000
190,56,2,1,0,1,0,0,0,0,Artur Alvim/São Paulo,sale,apartment,0.0,0.0,190000
1075,138,2,2,1,2,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.546764,-46.643184,950000
1246,105,3,3,1,1,1,0,0,0,Jardim Paulista/São Paulo,rent,apartment,-23.564692,-46.658579,5500
700,83,3,3,1,2,1,0,1,0,Saúde/São Paulo,sale,apartment,-23.621956,-46.634645,815001
350,48,2,2,1,1,1,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.686923,-46.686014,1150
220,39,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,sale,apartment,-23.64494,-46.784481,190000
700,68,1,2,1,1,0,1,1,0,Jabaquara/São Paulo,sale,apartment,-23.638801,-46.638687,480000
0,140,3,2,1,1,0,0,0,0,Santana/São Paulo,sale,apartment,-23.5012165,-46.6309262,800000
0,41,2,1,0,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.6081264,-46.3994184,108847
640,74,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.690717,-46.699765,2200
4600,226,4,5,4,4,0,0,1,0,Moema/São Paulo,rent,apartment,-23.5978808,-46.6640862,18000
277,50,2,2,1,1,1,1,1,0,Cachoeirinha/São Paulo,rent,apartment,-23.466095,-46.658379,1200
400,48,1,2,1,1,0,0,1,0,Cambuci/São Paulo,sale,apartment,-23.5617874,-46.6285061,249500
460,50,2,2,1,1,0,1,0,0,República/São Paulo,sale,apartment,-23.543204,-46.64131,265000
570,58,2,1,0,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.5354937,-46.520454,300000
760,74,3,2,1,1,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4785524,-46.6425362,375000
2100,119,3,2,1,2,1,0,1,0,Vila Matilde/São Paulo,rent,apartment,-23.539095,-46.524103,3500
559,36,1,1,0,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5791734,-46.6369759,1600
480,50,2,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.669143,-46.722027,1100
0,70,1,2,1,1,0,1,0,0,Iguatemi/São Paulo,rent,apartment,-23.5857,-46.6826,10000
0,80,3,2,1,2,0,0,1,0,Medeiros/São Paulo,sale,apartment,-23.183768,-46.989065,334000
293,70,2,1,0,0,0,0,0,0,Limão/São Paulo,rent,apartment,-23.5005486,-46.6752873,1000
360,53,2,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5492906,-46.6049415,384000
300,80,3,1,0,0,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.5260666,-46.6454331,250000
1800,266,4,5,4,4,1,1,0,0,Anhanguera/São Paulo,sale,apartment,-23.670116,-46.696669,1690000
1990,187,3,4,3,4,0,1,0,0,Água Rasa/São Paulo,sale,apartment,-23.5530826,-46.5727801,1800000
527,50,1,1,0,1,0,0,0,0,Liberdade/São Paulo,rent,apartment,-23.5551818,-46.6351864,1480
220,34,2,2,1,1,1,0,1,0,Cambuci/São Paulo,sale,apartment,-23.566006,-46.613454,225000
520,61,2,1,0,1,0,0,1,0,Carrão/São Paulo,sale,apartment,0.0,0.0,380000
0,65,3,2,1,1,0,0,1,0,Penha/São Paulo,sale,apartment,-23.5194007,-46.55462,329000
810,69,2,2,1,1,0,1,1,0,Santo Amaro/São Paulo,sale,apartment,-23.633192,-46.691038,795000
224,90,3,1,0,0,0,0,0,0,Cambuci/São Paulo,rent,apartment,0.0,0.0,1800
120,46,2,2,1,1,1,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.499011,-46.454191,207000
0,40,1,2,1,1,1,0,1,0,Vila Maria/São Paulo,sale,apartment,-23.518056,-46.583873,259274
700,40,1,2,1,1,1,0,1,0,Santa Cecília/São Paulo,rent,apartment,-23.551375,-46.660836,3000
250,43,2,1,0,1,0,0,1,0,São Mateus/São Paulo,sale,apartment,-23.6113161,-46.459854,200000
1566,170,3,2,1,1,0,0,0,0,Liberdade/São Paulo,rent,apartment,-23.5699005,-46.6334929,2800
2400,220,3,4,3,4,0,1,1,0,Morumbi/São Paulo,rent,apartment,-23.6269913,-46.7365332,5000
400,44,1,1,0,1,0,0,1,0,Santana/São Paulo,rent,apartment,-23.5057004,-46.6235641,2500
510,57,2,2,1,1,0,0,0,0,Sapopemba/São Paulo,rent,apartment,-23.600613,-46.512084,1200
440,36,1,1,0,1,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5897633,-46.6254572,2910
0,83,3,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.55736,-46.6046844,620000
480,41,1,1,0,1,0,0,1,0,Consolação/São Paulo,rent,apartment,-23.5523767,-46.6558016,3500
339,30,1,1,0,0,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5535334,-46.6392986,200000
0,99,3,2,1,2,0,0,1,0,Tremembé/São Paulo,sale,apartment,-23.45797,-46.622351,750000
484,47,2,1,0,1,0,0,1,0,Limão/São Paulo,rent,apartment,-23.5073986053,-46.663318634,1700
714,88,2,2,1,1,0,0,0,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5258915,-46.7322336,3100
0,45,2,1,0,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.5664716,-46.4014132,135000
700,94,3,2,1,1,0,0,1,0,Jaguaré/São Paulo,rent,apartment,-23.5438342,-46.7551206,1900
270,50,2,2,1,1,0,0,0,0,Cachoeirinha/São Paulo,rent,apartment,-23.465955,-46.668743,1300
235,45,2,1,0,1,0,0,0,0,Vila Curuçá/São Paulo,sale,apartment,-23.5027138,-46.4244715,225000
620,60,2,2,1,1,1,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.528835,-46.729915,2700
1,110,3,2,1,1,0,0,1,0,Tatuapé/São Paulo,sale,apartment,-23.5366304,-46.5793325,450000
1150,109,3,4,1,1,1,0,0,0,Sé/São Paulo,sale,apartment,-23.602787,-46.645559,842500
1183,102,3,3,1,1,1,1,1,0,Mooca/São Paulo,rent,apartment,-23.550422,-46.583686,1797
269,56,2,2,1,1,0,1,0,0,São Rafael/São Paulo,sale,apartment,-23.631288,-46.475208,197000
0,47,2,1,0,0,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,0.0,0.0,47481
515,38,1,2,1,1,0,1,1,0,Vila Andrade/São Paulo,rent,apartment,-23.6261708,-46.7356607,1500
0,32,1,2,1,1,0,0,0,0,Brás/São Paulo,sale,apartment,-23.5464599,-46.6235178,240000
0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.600983,-46.422829,700
400,49,1,2,1,1,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.6176824,-46.6949631,530000
280,51,2,2,1,1,0,0,0,0,Vila Andrade/São Paulo,rent,apartment,-23.624691,-46.739246,1700
843,65,2,2,1,2,1,0,1,0,Lapa/São Paulo,rent,apartment,-23.524711,-46.70936,2600
1440,141,3,4,3,2,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5613248,-46.6890281,12000
0,70,2,2,1,1,0,0,1,0,Tremembé/São Paulo,sale,apartment,-23.4694085,-46.6072126,585000
703,78,2,2,1,2,1,1,1,0,Vila Formosa/São Paulo,sale,apartment,-23.56387,-46.542172,661000
535,53,2,1,0,2,0,0,0,0,Vila Guilherme/São Paulo,sale,apartment,-23.5021236,-46.6109608,365000
0,70,2,2,1,1,0,0,0,0,Cidade Ademar/São Paulo,rent,apartment,-23.664674,-46.665565,1600
308,51,2,1,0,1,0,0,1,0,Morumbi/São Paulo,rent,apartment,-23.6253559,-46.7427645,1600
1300,160,4,5,2,3,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.5524108,-46.5541843,1100000
0,150,4,5,2,3,1,0,1,0,Vila Sônia/São Paulo,rent,apartment,-23.600646,-46.725449,6000
0,70,3,1,0,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.5265989,-46.6062433,380000
612,60,2,2,1,1,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.481382,-46.6365202,360000
1600,250,4,1,3,3,0,1,1,0,Mooca/São Paulo,rent,apartment,-23.5624728,-46.6021541,3000
290,55,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,rent,apartment,-46.577355,-23.59818,1700
330,33,1,1,0,1,0,0,0,0,Sé/São Paulo,rent,apartment,-23.5464599,-46.6235178,1500
395,73,2,1,0,1,0,0,0,0,Limão/São Paulo,rent,apartment,-23.507445,-46.6717412,1300
605,70,3,2,1,1,1,0,1,0,Mandaqui/São Paulo,rent,apartment,-23.466238,-46.637822,2200
456,49,1,1,0,1,0,0,1,0,Casa Verde/São Paulo,rent,apartment,0.0,0.0,2500
640,75,3,1,0,1,0,0,0,0,Mandaqui/São Paulo,sale,apartment,0.0,0.0,330000
773,105,2,1,0,1,0,0,0,0,Barra Funda/São Paulo,rent,apartment,0.0,0.0,2500
460,100,3,3,1,2,1,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.518756,-46.668966,723000
0,72,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.68245,-46.6803,1800
150,47,2,2,1,1,0,0,0,0,Vila Curuçá/São Paulo,sale,apartment,-23.503028,-46.42059,208000
537,52,2,2,1,1,1,0,1,0,Socorro/São Paulo,rent,apartment,-23.679026,-46.708373,1900
430,50,2,1,0,1,1,0,0,0,Parque do Carmo/São Paulo,sale,apartment,-23.5053909,-46.6227832,189900
1100,73,3,1,0,2,0,0,0,0,Saúde/São Paulo,rent,apartment,-23.6057457,-46.6280028,1600
1293,162,3,4,3,2,0,0,1,0,Campo Belo/São Paulo,rent,apartment,-23.6227371,-46.675429,7500
170,44,2,1,0,1,0,0,1,0,Itaquera/São Paulo,sale,apartment,-23.5782563,-46.4415666,178000
996,86,3,2,1,2,0,0,1,0,Jabaquara/São Paulo,sale,apartment,-23.6475688,-46.6419887,800000
345,49,2,1,0,1,0,0,1,0,Limão/São Paulo,rent,apartment,-23.5055459,-46.6709867,1450
1459,168,3,2,1,1,1,0,0,0,Santa Cecília/São Paulo,rent,apartment,-23.538702,-46.657693,4500
398,50,2,2,1,1,1,0,0,0,Brasilândia/São Paulo,rent,apartment,-23.473598,-46.686662,800
320,56,3,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,sale,apartment,-23.523357,-46.38445,210000
277,49,2,1,0,1,0,0,1,0,São Mateus/São Paulo,sale,apartment,0.0,0.0,235000
0,50,2,2,1,1,0,0,1,0,São Mateus/São Paulo,rent,apartment,-23.614226,-46.465588,1100
380,52,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,sale,apartment,-23.56613,-46.475676,225000
400,64,2,2,1,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.509915,-46.703036,1600
1126,73,1,2,1,2,0,1,1,0,Moema/São Paulo,sale,apartment,-23.6056086,-46.6613576,960000
0,34,1,1,0,0,0,0,0,0,São Lucas/São Paulo,rent,apartment,-23.5892727,-46.5520036,800
800,73,2,1,0,1,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5314428,-46.7267379,2500
452,39,1,1,0,1,0,0,0,0,República/São Paulo,rent,apartment,-23.5418122,-46.6461128,1000
1600,96,3,3,1,2,0,0,1,0,Santa Cecília/São Paulo,rent,apartment,-23.53468,-46.657913,2200
230,44,2,2,1,1,0,0,1,0,Perus/São Paulo,sale,apartment,-23.409849,-46.736892,183900
1400,108,3,2,1,1,0,1,0,0,Consolação/São Paulo,sale,apartment,-23.552969,-46.6513941,780000
4000,262,4,5,4,4,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5376651,-46.6747129,22000
598,55,2,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.648772,-46.702301,1650
179,44,2,1,0,1,0,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.5766073,-46.409769,152000
1400,130,3,3,1,1,0,0,0,0,Moema/São Paulo,rent,apartment,-23.601805,-46.670813,4000
700,43,1,2,1,1,0,1,1,0,Vila Olimpia/São Paulo,rent,apartment,-23.599033,-46.68352,4100
560,80,3,2,1,2,0,0,1,0,Vila Maria/São Paulo,sale,apartment,0.0,0.0,530000
476,68,3,2,1,1,0,0,1,0,São Lucas/São Paulo,rent,apartment,-23.58608,-46.535128,1700
523,70,3,2,1,2,1,0,1,0,Jaguaré/São Paulo,sale,apartment,-23.552918,-46.738851,572000
0,112,3,3,1,3,1,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.524613,-46.65527,878700
480,54,2,1,0,1,1,0,0,0,Cidade Líder/São Paulo,sale,apartment,0.0,0.0,280000
590,70,3,2,1,1,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5053909,-46.6227832,2300
675,55,2,1,0,1,0,0,0,0,Perdizes/São Paulo,sale,apartment,-23.534507,-46.6856719,420000
170,48,2,1,0,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,0.0,0.0,900
829,107,2,3,2,2,0,1,1,0,Campo Grande/São Paulo,sale,apartment,-23.664146,-46.691286,850000
780,110,3,2,1,2,0,0,0,0,Tucuruvi/São Paulo,rent,apartment,-23.4880112,-46.6015952,2000
0,52,2,2,1,2,0,0,0,0,Tucuruvi/São Paulo,sale,apartment,-23.4765036,-46.6023993,420000
680,73,3,2,1,1,1,0,0,0,Socorro/São Paulo,sale,apartment,-23.689616,-46.698819,450000
1030,100,3,2,1,2,0,0,1,0,Saúde/São Paulo,rent,apartment,-23.617742,-46.6344844,2900
430,64,3,2,1,1,1,0,0,0,Cachoeirinha/São Paulo,sale,apartment,-23.469641,-46.658941,320000
980,145,3,2,1,3,0,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.5229155,-46.658206,1380000
95,50,1,2,1,1,0,0,0,0,Jaraguá/São Paulo,rent,apartment,-23.524919,-46.642318,1200
150,42,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.539525,-46.4926,850
477,44,1,1,0,1,0,1,1,0,Santana/São Paulo,rent,apartment,0.0,0.0,3000
1800,131,3,2,1,2,0,0,1,0,Pirituba/São Paulo,rent,apartment,-23.4987173,-46.7529154,3500
4000,297,4,4,3,3,0,0,0,0,Jardim Paulista/São Paulo,sale,apartment,0.0,0.0,4240000
400,50,2,2,1,1,1,0,1,0,Vila Formosa/São Paulo,rent,apartment,-23.574077,-46.531292,1200
150,80,2,1,0,0,0,0,0,0,Bom Retiro/São Paulo,rent,apartment,-23.5265944,-46.6421153,1500
860,70,2,2,1,2,0,0,1,0,Morumbi/São Paulo,rent,apartment,-23.6195342,-46.7348561,1500
574,45,1,1,0,1,1,0,1,0,República/São Paulo,rent,apartment,-23.541083,-46.6395418,1600
1078,104,3,2,1,2,1,0,0,0,Perdizes/São Paulo,rent,apartment,-23.530014,-46.687508,4000
350,64,2,2,1,1,0,0,0,0,São Lucas/São Paulo,sale,apartment,-23.5928482,-46.5439367,381000
640,58,2,2,1,1,1,1,1,0,Anhanguera/São Paulo,rent,apartment,-23.522756,-46.655492,2500
1450,115,2,3,1,1,0,0,0,0,Jardim Paulista/São Paulo,rent,apartment,-23.561334,-46.662483,3000
0,41,2,2,1,1,1,0,0,0,Itaquera/São Paulo,sale,apartment,-23.553493,-46.458531,174900
500,70,3,2,1,1,1,0,1,0,Barra Funda/São Paulo,sale,apartment,-23.515811,-46.686777,550000
678,68,3,2,1,2,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4794941,-46.6527988,398000
1180,100,3,4,3,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624773,-46.689663,954000
1451,200,4,4,3,2,0,0,1,0,Cidade Dutra/São Paulo,rent,apartment,-23.714215,-46.703946,4000
0,70,2,2,1,1,0,1,0,0,Mooca/São Paulo,rent,apartment,-23.554237,-46.6129,1700
450,64,2,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.5577328,-46.5815283,425000
564,55,2,2,1,1,0,0,0,0,Vila Matilde/São Paulo,rent,apartment,-23.535375,-46.52129,1100
850,74,2,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.563579,-46.64573,630000
100,45,2,2,1,1,0,0,0,0,São Miguel/São Paulo,sale,apartment,-23.505499,-46.468356,190000
790,45,1,2,1,1,1,0,1,0,Vila Andrade/São Paulo,rent,apartment,-23.627312,-46.733091,1590
730,86,3,2,1,1,1,0,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.501353,-46.701683,1400
610,85,2,3,2,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268,630000
406,42,1,1,0,1,0,1,1,0,Bela Vista/São Paulo,rent,apartment,-23.5565447,-46.6537621,2100
0,88,3,2,1,2,0,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.55183,-46.699267,1491000
1226,127,3,1,0,2,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.554318,-46.5421407,4000
400,80,3,2,1,2,0,0,1,0,Vila Guilherme/São Paulo,sale,apartment,-23.512615,-46.6089872,488000
592,60,1,1,0,1,0,0,0,0,Bela Vista/São Paulo,rent,apartment,-26.9225709,-49.0606445,1800
1199,170,2,2,1,1,0,0,0,0,Bela Vista/São Paulo,rent,apartment,0.0,0.0,2000
1885,222,3,4,3,4,1,0,1,0,Campo Belo/São Paulo,rent,apartment,-23.6249915,-46.675662,11500
420,49,2,1,0,1,0,1,0,0,Limão/São Paulo,rent,apartment,-23.4972986,-46.6833613,2000
1711,183,3,2,1,1,0,0,0,0,Jardim Paulista/São Paulo,rent,apartment,-23.564231,-46.6577811,3500
650,72,3,2,1,2,0,0,1,0,Aricanduva/São Paulo,rent,apartment,-23.53783,-46.536628,1000
775,90,2,2,1,1,1,0,0,0,Tatuapé/São Paulo,rent,apartment,-23.531649,-46.570282,1400
4200,304,4,5,4,4,0,0,0,0,Santa Cecília/São Paulo,rent,apartment,-23.5382452,-46.6564392,17000
840,92,3,2,1,2,0,0,1,0,Vila Prudente/São Paulo,rent,apartment,-23.5886245,-46.5775892,2200
250,37,1,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.555276,-46.628691,225000
580,60,2,2,1,1,1,1,1,0,Anhanguera/São Paulo,rent,apartment,-23.522756,-46.655492,2500
508,61,2,2,1,1,1,0,1,0,Sacomã/São Paulo,rent,apartment,-23.61389,-46.597086,1800
650,60,2,2,1,1,1,0,0,0,Vila Madalena/São Paulo,rent,apartment,-23.552995,-46.696824,2000
560,82,3,2,1,2,0,0,1,0,Vila Matilde/São Paulo,rent,apartment,0.0,0.0,1850
586,65,3,2,1,2,0,0,0,0,Penha/São Paulo,rent,apartment,0.0,0.0,1300
145,70,2,2,1,1,0,0,0,0,Tremembé/São Paulo,rent,apartment,-23.45795,-46.59243,1500
250,56,2,2,1,1,0,0,0,0,Lajeado/São Paulo,sale,apartment,-23.512865,-46.436892,219000
1093,70,2,2,1,2,1,0,0,0,Guaianazes/São Paulo,sale,apartment,-23.493707,-46.612494,450000
1710,233,4,5,4,3,0,1,1,0,Campo Grande/São Paulo,rent,apartment,-23.6666773,-46.6946648,9000
1600,154,3,2,1,2,0,1,1,0,Moema/São Paulo,sale,apartment,-23.6073637,-46.6583578,1640000
840,136,3,2,1,1,0,0,1,0,Capão Redondo/São Paulo,sale,apartment,-23.654986,-46.762737,440000
2207,122,3,2,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.558541,-46.69232,1950000
350,53,3,2,1,1,0,0,1,0,Vila Prudente/São Paulo,sale,apartment,-26.9225709,-49.0606445,303000
680,144,3,4,2,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.57235,-46.625268,650000
0,110,2,1,0,0,0,0,0,0,Casa Verde/São Paulo,rent,apartment,-23.5114426,-46.6538658,1200
450,55,2,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.498105,-46.645488,430000
597,78,3,2,1,2,0,0,0,0,Jaguaré/São Paulo,rent,apartment,-23.552225,-46.742957,2500
842,79,3,2,1,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.588636,-46.602674,2140
0,40,2,2,1,1,0,0,0,0,Brasilândia/São Paulo,sale,apartment,-23.472508,-46.674688,184900
680,108,3,3,1,2,1,0,1,1,Santana/São Paulo,sale,apartment,-23.490713,-46.639126,819900
920,57,2,1,0,1,0,0,1,0,Moema/São Paulo,rent,apartment,-23.604542,-46.6665839,2700
0,185,3,4,3,3,0,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.6227,-46.676516,2250000
1007,93,3,2,1,2,1,0,1,0,Cursino/São Paulo,rent,apartment,-23.625643,-46.622733,3500
500,78,2,1,0,1,0,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.6635889,-46.6821916,400000
1300,84,2,2,1,1,0,0,0,0,Jardim Paulista/São Paulo,sale,apartment,-23.5729623,-46.6590118,890000
850,152,3,4,1,2,1,1,1,0,Vila Jacuí/São Paulo,sale,apartment,-23.501853,-46.451085,760000
1076,180,4,1,3,2,1,0,1,0,Cidade Dutra/São Paulo,rent,apartment,-23.714221,-46.704675,3000
515,65,2,1,0,1,0,0,0,0,Medeiros/São Paulo,rent,apartment,0.0,0.0,1500
290,37,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.5387106,-46.6462672,265000
650,58,3,2,1,1,0,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.482772,-46.5660204,428940
890,122,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.56335,-46.6033431,1020000
640,70,2,1,0,0,1,0,0,0,Liberdade/São Paulo,rent,apartment,-23.5607892,-46.6314551,1600
520,71,2,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.655181,-46.578429,1350
942,78,3,2,1,2,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5886365,-46.6026748,2140
3500,206,4,2,1,3,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5793379,-46.6725098,11000
1533,158,2,2,1,2,0,0,0,0,Vila Madalena/São Paulo,rent,apartment,-23.5499502,-46.6901484,8500
190,49,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.606003,-46.552031,244900
650,146,3,2,1,2,0,0,0,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5327884,-46.7257335,5900
350,36,1,2,1,1,0,1,0,0,Cambuci/São Paulo,rent,apartment,-23.564582,-46.617094,1650
1950,168,3,4,3,3,0,1,0,0,Brooklin/São Paulo,rent,apartment,-23.6245999,-46.6852824,9000
0,73,2,2,1,1,0,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.566698,-46.685398,1044100
670,80,3,2,1,1,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6638829,-46.6914354,1500
193,49,2,2,1,1,0,0,0,0,São Rafael/São Paulo,sale,apartment,-23.631982,-46.474931,200000
380,30,1,2,1,1,0,1,0,0,Vila Madalena/São Paulo,rent,apartment,-23.546942,-46.695603,3000
2128,168,4,3,2,3,0,0,0,0,Brooklin/São Paulo,rent,apartment,-23.6208516,-46.6960876,11500
330,90,2,1,0,1,1,0,0,0,Cambuci/São Paulo,rent,apartment,-23.5684853,-46.6248474,2200
300,54,2,2,1,1,0,0,0,0,Aricanduva/São Paulo,sale,apartment,-23.587348,-46.484589,280000
0,67,3,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.465702,-46.585427,370000
400,75,3,2,1,2,0,0,0,0,Água Rasa/São Paulo,sale,apartment,-23.6154055,-46.4440102,648000
340,52,2,1,0,1,0,0,0,0,Vila Prudente/São Paulo,rent,apartment,-23.6027315,-46.5705981,1300
550,62,2,2,1,1,0,0,0,0,Vila Curuçá/São Paulo,rent,apartment,-23.547847,-46.630507,1250
620,87,2,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5437308,-46.648069,680000
505,61,2,1,0,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.4597248,-46.5845226,220000
848,94,3,2,1,2,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,0.0,0.0,695000
800,117,3,3,1,1,0,0,0,0,Lapa/São Paulo,sale,apartment,-23.519464,-46.704989,590000
460,49,2,1,0,1,0,0,0,0,Brasilândia/São Paulo,rent,apartment,-23.4717082,-46.6876799,1000
1286,107,3,1,0,1,0,0,0,0,Moema/São Paulo,rent,apartment,-23.6032445,-46.6733112,3300
390,50,2,1,0,1,0,0,0,0,Limão/São Paulo,rent,apartment,-23.5030629,-46.6836148,1300
906,151,3,4,3,2,1,1,1,0,Mooca/São Paulo,rent,apartment,-23.550987,-46.590908,6000
1180,106,3,2,1,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.524734,-46.697685,2000
1,83,3,3,1,2,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.473916,-46.629315,655000
1400,132,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,rent,apartment,-23.585672,-46.681216,8000
0,65,3,2,1,1,1,0,1,1,Pari/São Paulo,sale,apartment,-23.536341,-46.598972,319000
970,112,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5564048,-46.606369,900000
600,60,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.674742,-46.684903,1250
